pool_name,community_address,measurement_date,measurement_employee,ph,turbidity,free_chlorine,unnamed_separator_1,sunscreen_overuse,ph_pump_flow_rate,hypochlorite_pump_flow_rate,motor_pump_flow_rate,filter_diameter,number_of_filters,number_of_motors,heated_pool,community_pool,skimmer_pool,overflow_pool,outdoor_pool,oval_pool,private_pool,public_pool,rectangular_pool_0714,rectangular_pool_07,round_pool,pool_surface_area,contaminating_vegetation,pool_volume,deck_grass_area,deck_mixed_area,deck_paved_area,unnamed_separator_2,maintenance_employee,maintenance_date,ph_dosing_hours,daily_filtration_hours,ph_dosing_percentage,filter_wash_rinse_time,hypo_dosing_hours,hypo_dosing_percentage,water_temperature,unnamed_separator_3,chemical_dosing_employee,chemical_dosing_date,chemical_t500_qp,chemical_alboral_tablets_250g,chemical_flovil_tablets,chemical_hypo_carboys_20kg,chemical_hypo_gr_chloryte,chemical_hypo_granules_xaka,chemical_hypo_sticks_bayrol,chemical_hypo_tabs_ritocal,chemical_hypo_tablets_200g_qp,chemical_hypo_tablets_xaka,chemical_ph_minus_granules_6kg,chemical_ph_minus_liquid_13_5kg,chemical_ph_minus_liquid_27kg,chemical_protect_and_shine,chemical_sg_xaka_agonet_gr90,chemical_superklar
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",17-06-2025 10:21,Miguel Aracil Carbonell,7.1,0.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,07-08-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",19-06-2025 09:34,Miguel Aracil Carbonell,7.2,0.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,09-08-2025,,,,,,,,,,0.4,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",21-06-2025 09:43,Miguel Aracil Carbonell,7.1,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,09-08-2025,,,1.0,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",24-06-2025 10:38,Miguel Aracil Carbonell,7.1,0.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,12-08-2025,,,,,,,,,,0.4,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",26-06-2025 08:51,Miguel Aracil Carbonell,7.1,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,12-08-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",28-06-2025 11:03,Miguel Aracil Carbonell,7.1,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,14-08-2025,,,,,,0.2,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",01-07-2025 09:28,Miguel Aracil Carbonell,7.0,0.5,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,16-08-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",01-07-2025 09:28,Miguel Aracil Carbonell,7.0,0.5,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,19-08-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",03-07-2025 09:57,Miguel Aracil Carbonell,7.0,0.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,23-08-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",05-07-2025 07:10,Miguel Aracil Carbonell,7.0,0.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,28-08-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",08-07-2025 10:31,Miguel Aracil Carbonell,7.0,0.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,04-09-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",10-07-2025 09:46,Miguel Aracil Carbonell,7.0,0.6,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,04-09-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",12-07-2025 13:37,Miguel Aracil Carbonell,7.0,0.5,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,13-09-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",15-07-2025 09:24,Miguel Aracil Carbonell,7.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,20-09-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",17-07-2025 08:21,Miguel Aracil Carbonell,7.0,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,27-09-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",19-07-2025 11:18,Miguel Aracil Carbonell,7.0,0.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,02-10-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",22-07-2025 09:11,Miguel Aracil Carbonell,7.5,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,07-10-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",24-07-2025 09:20,Miguel Aracil Carbonell,7.4,0.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,14-10-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",26-07-2025 06:57,Miguel Aracil Carbonell,7.4,0.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,20-10-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",29-07-2025 08:54,Miguel Aracil Carbonell,7.2,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,27-10-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",31-07-2025 09:33,Miguel Aracil Carbonell,7.3,0.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,05-11-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",02-08-2025 13:19,Miguel Aracil Carbonell,7.2,0.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,12-11-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",05-08-2025 10:00,Miguel Aracil Carbonell,7.2,0.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abel Melquiades Fernández,17-12-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",07-08-2025 08:14,Miguel Aracil Carbonell,7.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-12-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",09-08-2025 11:35,Miguel Aracil Carbonell,7.0,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",12-08-2025 09:57,Miguel Aracil Carbonell,7.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",14-08-2025 07:29,Miguel Aracil Carbonell,7.2,0.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",16-08-2025 06:47,Miguel Aracil Carbonell,7.1,0.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",19-08-2025 07:44,Miguel Aracil Carbonell,7.3,0.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",21-08-2025 09:20,Miguel Aracil Carbonell,7.2,0.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",23-08-2025 07:04,Miguel Aracil Carbonell,7.2,0.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",26-08-2025 10:03,Miguel Aracil Carbonell,7.2,0.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",28-08-2025 07:55,Miguel Aracil Carbonell,7.3,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",30-08-2025 11:20,Miguel Aracil Carbonell,7.2,0.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",02-09-2025 07:01,Miguel Aracil Carbonell,7.2,0.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",04-09-2025 07:35,Miguel Aracil Carbonell,7.2,0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",06-09-2025 10:16,Miguel Aracil Carbonell,7.5,0.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",09-09-2025 06:07,Miguel Aracil Carbonell,7.1,0.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",11-09-2025 07:46,Miguel Aracil Carbonell,7.1,0.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",13-09-2025 10:28,Miguel Aracil Carbonell,7.0,0.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",16-09-2025 07:53,Miguel Aracil Carbonell,7.0,0.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",18-09-2025 07:55,Miguel Aracil Carbonell,7.0,0.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",20-09-2025 09:34,Miguel Aracil Carbonell,6.9,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",23-09-2025 08:47,Miguel Aracil Carbonell,7.6,0.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",25-09-2025 08:06,Miguel Aracil Carbonell,7.6,0.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",27-09-2025 09:41,Miguel Aracil Carbonell,7.6,0.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",30-09-2025 08:41,Miguel Aracil Carbonell,7.6,0.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",02-10-2025 13:25,Miguel Aracil Carbonell,7.6,0.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",07-10-2025 10:47,Miguel Aracil Carbonell,7.8,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",11-10-2025 09:27,Miguel Aracil Carbonell,7.5,0.4,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",14-10-2025 09:41,Miguel Aracil Carbonell,7.5,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",20-10-2025 10:43,Miguel Aracil Carbonell,7.6,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",27-10-2025 10:36,Miguel Aracil Carbonell,7.3,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",05-11-2025 12:38,Miguel Aracil Carbonell,7.5,0.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",12-11-2025 10:07,Miguel Aracil Carbonell,7.5,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",19-11-2025 11:41,Miguel Aracil Carbonell,7.4,0.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",27-11-2025 08:57,Miguel Aracil Carbonell,7.4,0.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",03-12-2025 09:20,Abel Melquiades Fernández,7.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",11-12-2025 08:56,Abel Melquiades Fernández,7.5,0.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",17-12-2025 11:47,Abel Melquiades Fernández,7.6,0.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",23-12-2025 11:18,Miguel Aracil Carbonell,7.5,0.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",29-12-2025 11:03,Miguel Aracil Carbonell,7.8,0.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",02-01-2025 12:11,Miguel Aracil Carbonell,7.5,0.2,3.0,,,,,21.5,900.0,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,Miguel Aracil Carbonell,02-05-2025,,10.0,,,,,,,Natalia Martin Garcia,28-01-2025,,,,-40.0,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",08-01-2025 11:23,Miguel Aracil Carbonell,7.5,0.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,02-05-2025,,,,,,,23.5,,Miguel Aracil Carbonell,17-04-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",13-01-2025 12:44,Miguel Aracil Carbonell,7.6,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,09-05-2025,,,,,,,22.4,,Miguel Aracil Carbonell,25-04-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",22-01-2025 11:55,Miguel Aracil Carbonell,7.2,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,09-05-2025,,,,,4.0,,,,Miguel Aracil Carbonell,02-05-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",27-01-2025 12:13,Miguel Aracil Carbonell,7.0,0.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,09-05-2025,,,,,,5.0,,,Natalia Martin Garcia,08-05-2025,,,,600.0,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",04-02-2025 13:01,Miguel Aracil Carbonell,7.1,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,27-05-2025,,,,,,6.0,,,Miguel Aracil Carbonell,09-05-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",10-02-2025 13:14,Miguel Aracil Carbonell,7.2,0.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,27-05-2025,,,,,,,23.4,,Miguel Aracil Carbonell,07-06-2025,,,2.0,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",18-02-2025 13:54,Miguel Aracil Carbonell,7.2,0.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,07-06-2025,,15.0,,,,,,,Miguel Aracil Carbonell,07-06-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",24-02-2025 11:56,Miguel Aracil Carbonell,7.2,0.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,07-06-2025,,,,,6.0,,,,Miguel Aracil Carbonell,10-06-2025,,,,,,,,,,,,,,,,0.25
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",04-03-2025 14:26,Miguel Aracil Carbonell,7.2,0.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,07-06-2025,,,,,,,26.2,,Miguel Aracil Carbonell,13-06-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",12-03-2025 07:06,Máximo  García Belló,7.3,0.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,23-06-2025,,,,,,,29.8,,Miguel Aracil Carbonell,13-06-2025,,,2.0,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",24-03-2025 08:52,Miguel Aracil Carbonell,7.4,0.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,23-06-2025,,,,,,7.0,,,Miguel Aracil Carbonell,20-06-2025,,,,,,,,,,,,,,,,0.25
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",01-04-2025 08:34,Miguel Aracil Carbonell,7.2,0.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,23-06-2025,,,,,8.0,,,,Miguel Aracil Carbonell,20-06-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",10-04-2025 14:40,Miguel Aracil Carbonell,7.3,0.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,27-06-2025,,,,,,,30.9,,Miguel Aracil Carbonell,27-06-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",17-04-2025 15:36,Miguel Aracil Carbonell,7.4,0.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,27-06-2025,,,,,10.0,,,,Miguel Aracil Carbonell,27-06-2025,,,,,,,,,,,,,,,,0.25
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",25-04-2025 15:48,Miguel Aracil Carbonell,7.3,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,09-09-2025,,,,,8.0,,,,Miguel Aracil Carbonell,04-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",02-05-2025 15:51,Miguel Aracil Carbonell,7.3,0.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,09-09-2025,,,,,,,27.1,,Miguel Aracil Carbonell,04-07-2025,,,2.0,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",09-05-2025 10:49,Miguel Aracil Carbonell,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,26-09-2025,,,,,,,23.7,,Miguel Aracil Carbonell,07-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",12-05-2025 13:58,Miguel Aracil Carbonell,7.4,0.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,26-09-2025,,,,,6.0,,,,Miguel Aracil Carbonell,11-07-2025,,,,,,,,,,,,,,,,0.25
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",20-05-2025 14:22,Miguel Aracil Carbonell,7.4,0.2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,26-09-2025,,,,,,6.0,,,Miguel Aracil Carbonell,11-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",27-05-2025 08:24,Miguel Aracil Carbonell,7.5,0.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-09-2025,,,,,,,24.6,,Miguel Aracil Carbonell,14-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",03-06-2025 10:07,Miguel Aracil Carbonell,7.4,0.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-09-2025,,,,,5.0,,,,Miguel Aracil Carbonell,18-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport I(26),"Calle Deportista Manuel Suarez, 12 , Alicante ",07-06-2025 11:11,Miguel Aracil Carbonell,7.4,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-09-2025,,10.0,,,,,,,Miguel Aracil Carbonell,18-07-2025,,,,,,,,,,,,,,,,0.25
